,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),측정시간
657,-7.8,,1.8,270.0,41.0,1.4,-18.7,1011.9,1023.1,0.4,0.17,,,1.0,Sc,18.0,1923,-6.1,-4.7,-3.4,-1.4,-0.2,2023-07-21 09:00:00
658,-5.9,,1.9,250.0,35.0,1.4,-18.9,1012.4,1023.5,1.0,0.53,,,0.0,,,1940,-3.4,-3.4,-3.2,-1.4,-0.2,2023-07-21 10:00:00
659,-4.6,,2.6,290.0,27.0,1.2,-20.8,1011.8,1022.9,1.0,0.85,,,0.0,,,1887,-0.9,-2.0,-2.6,-1.4,-0.2,2023-07-21 11:00:00
660,-3.5,,2.5,340.0,26.0,1.2,-20.2,1011.0,1022.0,1.0,1.07,,,0.0,,,1756,0.0,-1.2,-2.1,-1.3,-0.2,2023-07-21 12:00:00
661,-2.4,,2.5,290.0,22.0,1.1,-21.2,1009.9,1020.8,1.0,1.16,,,0.0,,,1866,0.6,-0.6,-1.6,-1.2,-0.2,2023-07-21 13:00:00
662,-1.5,,3.0,290.0,20.0,1.1,-21.6,1009.2,1020.1,1.0,1.09,,,0.0,,,1992,0.7,-0.4,-1.3,-1.0,-0.2,2023-07-21 14:00:00
663,-1.9,,4.3,270.0,23.0,1.2,-20.3,1009.0,1019.9,0.8,0.7,,,2.0,Sc,14.0,2000,-0.1,-0.3,-1.1,-0.9,-0.2,2023-07-21 15:00:00
664,-2.1,,4.0,290.0,27.0,1.4,-18.6,1009.7,1020.6,0.7,0.52,,,2.0,Ci,,2000,0.0,-0.3,-0.9,-0.9,-0.2,2023-07-21 16:00:00
665,-3.8,,5.2,320.0,32.0,1.5,-18.1,1010.2,1021.2,0.7,0.25,,,6.0,Ci,,2000,-0.5,-0.3,-0.8,-0.8,-0.2,2023-07-21 17:00:00
666,-4.9,,3.7,290.0,35.0,1.5,-18.0,1010.2,1021.3,0.0,0.04,,,3.0,Ci,,2000,-1.8,-0.5,-0.8,-0.8,-0.2,2023-07-21 18:00:00
667,-6.0,,3.6,290.0,31.0,1.2,-20.4,1011.4,1022.5,,,,,,,69.0,2000,-3.5,-1.2,-0.8,-0.7,-0.2,2023-07-21 19:00:00
668,-7.0,,2.8,290.0,30.0,1.1,-21.6,1011.5,1022.7,,,,,,,,2000,-4.9,-2.1,-1.0,-0.7,-0.1,2023-07-21 20:00:00
669,-7.3,,3.5,290.0,34.0,1.2,-20.5,1011.9,1023.1,,,,,3.0,Ci,,2000,-5.7,-2.9,-1.4,-0.6,-0.2,2023-07-21 21:00:00
670,-7.9,,2.5,290.0,40.0,1.4,-19.1,1012.6,1023.8,,,,,,,,1997,-6.7,-3.6,-1.8,-0.7,-0.2,2023-07-21 22:00:00
671,-8.7,,2.1,290.0,42.0,1.3,-19.3,1012.7,1024.0,,,,,,,,1981,-7.3,-4.2,-2.2,-0.7,-0.2,2023-07-21 23:00:00
672,-9.3,,0.7,290.0,45.0,1.4,-19.0,1012.4,1023.7,,,,,0.0,,,1976,-7.9,-4.7,-2.6,-0.8,-0.2,2023-07-22 00:00:00
673,-9.8,,1.3,270.0,47.0,1.4,-19.0,1012.0,1023.3,,,,,,,,1934,-8.4,-5.3,-3.0,-0.9,-0.2,2023-07-22 01:00:00
674,-10.2,,0.9,270.0,47.0,1.3,-19.3,1012.3,1023.6,,,,,,,,1808,-8.9,-5.7,-3.3,-1.0,-0.2,2023-07-22 02:00:00
675,-9.8,,2.8,290.0,43.0,1.3,-20.0,1012.3,1023.6,,,,,0.0,,,1963,-9.1,-6.0,-3.6,-1.1,-0.2,2023-07-22 03:00:00
676,-9.9,,2.5,270.0,45.0,1.3,-19.6,1011.7,1023.0,,,,,0.0,,,1967,-9.4,-6.2,-3.9,-1.3,-0.2,2023-07-22 04:00:00
677,-10.4,,1.0,320.0,47.0,1.3,-19.5,1011.9,1023.2,,,,,0.0,,,1921,-9.7,-6.4,-4.1,-1.4,-0.2,2023-07-22 05:00:00
678,-10.9,,1.0,340.0,43.0,1.1,-21.0,1011.9,1023.2,,,,,0.0,,,1967,-10.0,-6.7,-4.3,-1.5,-0.2,2023-07-22 06:00:00
679,-11.1,,1.6,360.0,37.0,1.0,-22.9,1012.2,1023.5,,,,,0.0,,,2000,-10.2,-7.0,-4.5,-1.6,-0.3,2023-07-22 07:00:00
680,-11.5,,1.0,360.0,38.0,1.0,-23.0,1012.8,1024.2,0.0,0.01,,,1.0,Ci,,1998,-10.3,-7.2,-4.7,-1.8,-0.3,2023-07-22 08:00:00
681,-10.8,,2.9,270.0,34.0,0.9,-23.6,1013.4,1024.7,0.5,0.17,,,1.0,Sc,17.0,1975,-9.1,-6.9,-4.9,-1.9,-0.3,2023-07-22 09:00:00
682,-9.5,,3.7,290.0,28.0,0.8,-24.6,1013.6,1024.9,1.0,0.59,,,0.0,,,1893,-5.9,-5.2,-4.7,-1.9,-0.3,2023-07-22 10:00:00
683,-8.1,,3.6,320.0,24.0,0.8,-25.1,1013.6,1024.8,1.0,0.91,,,0.0,,,1761,-2.9,-3.6,-4.0,-2.0,-0.3,2023-07-22 11:00:00
684,-7.3,,3.8,290.0,23.0,0.8,-24.9,1013.1,1024.3,1.0,1.17,,,0.0,,,1903,-1.2,-2.5,-3.3,-1.8,-0.3,2023-07-22 12:00:00
685,-6.9,,4.6,340.0,23.0,0.8,-24.6,1012.2,1023.4,1.0,1.28,,,0.0,,,1963,-0.3,-1.7,-2.6,-1.7,-0.4,2023-07-22 13:00:00
686,-5.7,,4.5,320.0,23.0,0.9,-23.5,1011.7,1022.8,1.0,1.25,,,0.0,,,1956,0.2,-1.0,-2.1,-1.5,-0.3,2023-07-22 14:00:00
687,-5.2,,4.5,290.0,27.0,1.1,-21.3,1011.7,1022.8,1.0,1.06,,,0.0,,,1927,0.2,-0.7,-1.6,-1.3,-0.3,2023-07-22 15:00:00
688,-5.5,,4.3,290.0,28.0,1.1,-21.1,1011.9,1023.0,1.0,0.78,,,0.0,,,1926,-0.2,-0.6,-1.4,-1.2,-0.3,2023-07-22 16:00:00
689,-5.7,,3.6,270.0,30.0,1.2,-20.5,1012.1,1023.2,1.0,0.4,,,0.0,,,1978,-2.1,-0.8,-1.2,-1.1,-0.3,2023-07-22 17:00:00
690,-6.6,,2.5,270.0,34.0,1.3,-19.8,1012.7,1023.9,0.4,0.06,,,0.0,,,2000,-3.8,-1.5,-1.2,-1.0,-0.4,2023-07-22 18:00:00
691,-7.1,,3.2,270.0,40.0,1.4,-18.4,1013.4,1024.6,,,,,,,,2000,-5.1,-2.3,-1.4,-0.9,-0.3,2023-07-22 19:00:00
692,-7.4,,3.8,270.0,41.0,1.4,-18.4,1013.8,1025.0,,,,,,,,2000,-5.9,-3.1,-1.8,-0.9,-0.3,2023-07-22 20:00:00
693,-7.7,,2.9,320.0,42.0,1.4,-18.4,1014.3,1025.5,,,,,0.0,,,1905,-6.7,-3.7,-2.2,-1.0,-0.3,2023-07-22 21:00:00
694,-8.8,,3.0,340.0,40.0,1.3,-19.9,1014.6,1025.9,,,,,,,,1985,-7.5,-4.4,-2.5,-0.9,-0.3,2023-07-22 22:00:00
695,-9.4,,1.6,340.0,41.0,1.2,-20.2,1014.9,1026.2,,,,,,,,2000,-8.2,-4.9,-2.9,-1.1,-0.3,2023-07-22 23:00:00
696,-10.0,,1.1,340.0,34.0,1.0,-22.9,1014.2,1025.5,,,,,0.0,,,2000,-8.8,-5.5,-3.2,-1.2,-0.3,2023-07-23 00:00:00
697,-10.4,,0.3,0.0,37.0,1.0,-22.3,1014.2,1025.5,,,,,,,,2000,-9.4,-6.0,-3.6,-1.3,-0.3,2023-07-23 01:00:00
698,-10.6,,1.0,290.0,40.0,1.1,-21.6,1014.5,1025.8,,,,,,,,2000,-9.6,-6.4,-4.0,-1.4,-0.3,2023-07-23 02:00:00
699,-10.7,,1.4,290.0,42.0,1.1,-21.1,1014.7,1026.1,,,,,0.0,,,2000,-9.9,-6.6,-4.2,-1.6,-0.3,2023-07-23 03:00:00
700,-11.1,,1.2,290.0,50.0,1.3,-19.4,1014.8,1026.2,,,,,0.0,,,1986,-10.2,-6.9,-4.5,-1.7,-0.4,2023-07-23 04:00:00
701,-11.3,,1.6,290.0,53.0,1.4,-19.0,1015.2,1026.6,,,,,0.0,,,1979,-10.4,-7.1,-4.7,-1.8,-0.4,2023-07-23 05:00:00
702,-11.2,,0.9,320.0,53.0,1.4,-18.9,1015.0,1026.4,,,,,0.0,,,2000,-10.6,-7.4,-4.9,-2.0,-0.4,2023-07-23 06:00:00
703,-11.3,,0.9,320.0,57.0,1.5,-18.1,1015.1,1026.5,,,,,0.0,,,1984,-10.8,-7.6,-5.1,-2.1,-0.4,2023-07-23 07:00:00
704,-11.1,,0.7,320.0,61.0,1.6,-17.1,1015.7,1027.1,0.0,0.01,,,0.0,,,1963,-10.8,-7.7,-5.3,-2.2,-0.5,2023-07-23 08:00:00
705,-9.9,,0.8,20.0,49.0,1.4,-18.6,1016.0,1027.3,0.5,0.2,,,1.0,Ci,,1624,-9.1,-7.1,-5.3,-2.2,-0.5,2023-07-23 09:00:00
706,-7.5,,0.9,20.0,42.0,1.5,-18.2,1016.1,1027.3,1.0,0.55,,,3.0,Ci,,1705,-5.1,-5.0,-4.9,-2.3,-0.4,2023-07-23 10:00:00
707,-4.5,,1.3,200.0,29.0,1.3,-19.8,1016.0,1027.1,1.0,0.79,,,5.0,ScCi,10.0,1912,-1.7,-3.2,-4.1,-2.2,-0.5,2023-07-23 11:00:00
708,-3.2,,2.7,200.0,32.0,1.6,-17.5,1015.1,1026.1,0.9,1.01,,,7.0,ScCi,10.0,1900,-0.1,-2.0,-3.2,-2.1,-0.5,2023-07-23 12:00:00
709,-1.3,,2.0,270.0,35.0,1.9,-14.8,1014.2,1025.1,1.0,1.18,,,4.0,Sc,8.0,1893,0.9,-1.1,-2.5,-1.9,-0.5,2023-07-23 13:00:00
710,-1.1,,2.1,250.0,46.0,2.6,-11.2,1014.0,1024.9,0.4,0.72,,,8.0,Sc,9.0,1437,0.9,-0.7,-1.9,-1.6,-0.5,2023-07-23 14:00:00
711,-1.6,0.0,2.5,250.0,55.0,3.0,-9.4,1013.9,1024.9,0.8,0.64,,,9.0,Sc,8.0,1891,0.8,-0.4,-1.5,-1.4,-0.5,2023-07-23 15:00:00
712,-2.2,,1.7,200.0,76.0,4.0,-5.8,1013.8,1024.8,0.0,0.25,,,10.0,ScAs,5.0,233,0.0,-0.5,-1.3,-1.3,-0.5,2023-07-23 16:00:00
713,-2.4,,0.3,0.0,85.0,4.4,-4.5,1013.7,1024.7,0.0,0.06,0.6,,10.0,StNs,3.0,174,0.0,-0.5,-1.1,-1.2,-0.4,2023-07-23 17:00:00
714,-2.3,1.4,0.4,0.0,91.0,4.7,-3.5,1013.7,1024.7,0.0,0.0,2.0,2.0,10.0,StNs,2.0,202,-0.1,-0.6,-1.0,-1.0,-0.4,2023-07-23 18:00:00
715,-1.7,,1.1,230.0,91.0,4.9,-2.9,1013.6,1024.6,,,3.0,,10.0,StNs,2.0,167,0.0,-0.7,-0.9,-0.9,-0.4,2023-07-23 19:00:00
716,-1.5,,1.7,200.0,91.0,5.0,-2.7,1013.7,1024.6,,,3.3,,10.0,StNs,2.0,270,-0.1,-0.6,-0.9,-0.9,-0.4,2023-07-23 20:00:00
717,-1.6,1.5,1.3,230.0,91.0,5.0,-2.8,1014.2,1025.2,,,3.5,1.5,10.0,StNs,2.0,508,-0.2,-0.7,-0.8,-0.8,-0.4,2023-07-23 21:00:00
718,-1.7,,1.2,200.0,85.0,4.6,-3.8,1014.6,1025.6,,,3.5,,9.0,Sc,9.0,1006,-0.4,-0.7,-0.8,-0.8,-0.3,2023-07-23 22:00:00
719,-1.7,,1.0,230.0,83.0,4.5,-4.2,1015.0,1026.0,,,3.5,,,,13.0,1093,-0.6,-0.8,-0.8,-0.8,-0.4,2023-07-23 23:00:00
720,-1.7,0.0,0.8,230.0,83.0,4.5,-4.2,1014.9,1025.9,,,3.5,0.0,9.0,Sc,11.0,1113,-0.9,-0.8,-0.8,-0.7,-0.3,2023-07-24 00:00:00
721,-1.6,,1.1,200.0,81.0,4.4,-4.4,1014.7,1025.7,,,3.5,,9.0,Sc,10.0,1141,-1.1,-0.9,-0.8,-0.7,-0.3,2023-07-24 01:00:00
722,-1.6,,1.4,200.0,80.0,4.3,-4.6,1014.7,1025.7,,,3.5,,,,13.0,1097,-1.3,-1.0,-0.9,-0.6,-0.3,2023-07-24 02:00:00
723,-2.2,0.0,1.0,250.0,83.0,4.3,-4.7,1014.8,1025.8,,,3.5,,8.0,Sc,15.0,977,-2.0,-1.2,-0.9,-0.7,-0.3,2023-07-24 03:00:00
724,-2.4,,1.5,230.0,82.0,4.2,-5.0,1014.3,1025.3,,,3.5,,7.0,ScCi,10.0,877,-2.2,-1.5,-0.9,-0.6,-0.3,2023-07-24 04:00:00
725,-2.8,,0.6,200.0,83.0,4.2,-5.2,1015.0,1026.0,,,3.5,,4.0,Ci,,946,-2.6,-1.6,-1.0,-0.6,-0.3,2023-07-24 05:00:00
726,-3.1,,0.7,290.0,80.0,3.9,-6.0,1016.2,1027.2,,,3.5,,8.0,Ci,,1215,-2.7,-1.8,-1.1,-0.6,-0.3,2023-07-24 06:00:00
727,-3.5,,1.6,290.0,83.0,3.9,-5.9,1016.4,1027.5,,,3.5,,9.0,Ci,,953,-2.8,-1.8,-1.2,-0.6,-0.3,2023-07-24 07:00:00
728,-3.6,,1.7,320.0,83.0,3.9,-6.0,1016.8,1027.9,0.0,0.0,3.5,,8.0,Ci,,915,-2.8,-1.8,-1.3,-0.7,-0.3,2023-07-24 08:00:00
729,-3.3,,1.2,290.0,77.0,3.7,-6.7,1017.4,1028.5,0.3,0.1,3.4,,8.0,Ci,,916,-2.2,-1.8,-1.3,-0.6,-0.3,2023-07-24 09:00:00
730,-2.3,,1.7,290.0,63.0,3.2,-8.4,1017.7,1028.7,0.6,0.22,3.2,,9.0,Ci,,1286,-1.3,-1.4,-1.3,-0.7,-0.3,2023-07-24 10:00:00
731,-1.5,,2.5,340.0,46.0,2.5,-11.6,1017.7,1028.7,0.2,0.56,3.0,,9.0,Ci,,1906,-0.7,-1.0,-1.1,-0.7,-0.3,2023-07-24 11:00:00
732,-1.0,,2.7,320.0,35.0,2.0,-14.5,1017.1,1028.1,0.2,0.64,3.0,,9.0,Ci,,1921,-0.3,-0.8,-1.0,-0.7,-0.3,2023-07-24 12:00:00
733,-0.8,,2.6,290.0,39.0,2.3,-13.0,1016.5,1027.4,0.0,0.54,2.8,,10.0,Cs,,1853,0.0,-0.7,-0.9,-0.6,-0.3,2023-07-24 13:00:00
734,-0.7,,2.7,290.0,33.0,1.9,-15.0,1015.9,1026.8,0.0,0.56,2.5,,10.0,Cs,,1984,0.2,-0.6,-0.8,-0.6,-0.3,2023-07-24 14:00:00
735,-0.5,,2.3,320.0,30.0,1.8,-15.9,1015.9,1026.8,0.0,0.45,2.2,,9.0,Ac,48.0,1997,0.2,-0.5,-0.7,-0.5,-0.3,2023-07-24 15:00:00
736,-0.1,,1.6,290.0,29.0,1.8,-16.0,1015.5,1026.4,0.1,0.5,1.8,,9.0,Ci,,2000,0.1,-0.4,-0.6,-0.5,-0.3,2023-07-24 16:00:00
737,-0.9,,2.8,270.0,34.0,1.9,-14.8,1016.2,1027.1,0.4,0.28,1.8,,9.0,Ci,,2000,-0.1,-0.4,-0.6,-0.5,-0.3,2023-07-24 17:00:00
738,-1.8,,2.1,290.0,35.0,1.9,-15.2,1016.5,1027.5,0.0,0.05,1.6,,10.0,As,40.0,2000,-1.0,-0.6,-0.6,-0.5,-0.3,2023-07-24 18:00:00
739,-2.2,,2.2,320.0,36.0,1.9,-15.2,1016.9,1027.9,,,1.6,,,,47.0,2000,-1.8,-0.9,-0.6,-0.5,-0.3,2023-07-24 19:00:00
740,-2.6,,3.1,340.0,36.0,1.8,-15.6,1017.1,1028.1,,,1.6,,,,46.0,2000,-2.6,-1.2,-0.7,-0.5,-0.2,2023-07-24 20:00:00
741,-3.4,,0.9,320.0,40.0,1.9,-15.0,1017.7,1028.8,,,1.6,,7.0,Ci,,2000,-3.1,-1.6,-0.8,-0.5,-0.3,2023-07-24 21:00:00
742,-4.2,,1.0,290.0,48.0,2.2,-13.5,1017.7,1028.8,,,1.6,,,,42.0,2000,-3.8,-2.0,-0.9,-0.5,-0.3,2023-07-24 22:00:00
743,-4.7,,1.3,290.0,53.0,2.3,-12.8,1017.7,1028.8,,,1.6,,,,45.0,2000,-4.3,-2.2,-1.2,-0.5,-0.3,2023-07-24 23:00:00
744,-5.2,,1.4,290.0,56.0,2.3,-12.6,1017.5,1028.7,,,1.6,,0.0,,,1996,-4.9,-2.6,-1.4,-0.6,-0.2,2023-07-25 00:00:00
745,-5.4,,1.7,290.0,54.0,2.2,-13.2,1017.3,1028.4,,,1.6,,,,,1996,-5.3,-2.9,-1.5,-0.6,-0.2,2023-07-25 01:00:00
746,-5.5,,2.1,320.0,53.0,2.2,-13.5,1017.4,1028.6,,,1.6,,,,,1980,-5.6,-3.1,-1.8,-0.6,-0.2,2023-07-25 02:00:00
747,-6.2,,1.6,290.0,57.0,2.2,-13.3,1017.6,1028.8,,,1.6,,0.0,,,1874,-5.9,-3.4,-1.9,-0.7,-0.3,2023-07-25 03:00:00
748,-7.1,,1.8,290.0,56.0,2.0,-14.4,1017.1,1028.3,,,1.6,,0.0,,,1841,-6.3,-3.7,-2.1,-0.8,-0.3,2023-07-25 04:00:00
749,-7.8,,2.3,290.0,65.0,2.2,-13.2,1017.4,1028.7,,,1.6,,0.0,,,1737,-6.6,-3.9,-2.3,-0.8,-0.3,2023-07-25 05:00:00
750,-8.1,,0.7,290.0,59.0,2.0,-14.7,1017.5,1028.8,,,1.6,,0.0,,,1915,-7.0,-4.0,-2.5,-0.9,-0.2,2023-07-25 06:00:00
751,-8.7,,0.5,320.0,64.0,2.0,-14.2,1017.8,1029.1,,,1.6,,0.0,,,1972,-7.4,-4.4,-2.7,-1.0,-0.3,2023-07-25 07:00:00
752,-8.6,,1.0,340.0,59.0,1.9,-15.1,1018.4,1029.7,0.0,0.01,1.6,,0.0,,,1948,-7.5,-4.7,-2.9,-1.0,-0.3,2023-07-25 08:00:00
753,-7.9,,0.6,20.0,50.0,1.7,-16.5,1018.6,1029.9,0.6,0.23,1.6,,0.0,,,1805,-6.0,-4.4,-3.0,-1.1,-0.3,2023-07-25 09:00:00
754,-5.0,,0.5,250.0,41.0,1.7,-16.2,1018.9,1030.1,1.0,0.64,1.5,,0.0,,,1799,-2.8,-3.0,-2.8,-1.2,-0.3,2023-07-25 10:00:00
755,-2.6,,1.5,290.0,33.0,1.7,-16.6,1019.2,1030.3,1.0,0.95,1.4,,0.0,,,1830,-0.8,-1.9,-2.4,-1.2,-0.3,2023-07-25 11:00:00
756,-1.1,,1.3,290.0,31.0,1.7,-16.1,1018.7,1029.7,1.0,1.2,1.3,,0.0,,,1869,0.2,-1.0,-1.9,-1.1,-0.3,2023-07-25 12:00:00
757,0.3,,3.1,270.0,28.0,1.7,-16.1,1018.1,1029.0,1.0,1.3,1.0,,0.0,,,1988,0.9,-0.5,-1.4,-1.0,-0.3,2023-07-25 13:00:00
758,0.8,,3.2,290.0,23.0,1.5,-18.0,1017.3,1028.2,1.0,1.29,0.5,,0.0,,,2000,1.6,-0.2,-1.0,-0.9,-0.3,2023-07-25 14:00:00
759,0.7,,3.0,320.0,25.0,1.6,-17.1,1017.1,1028.0,1.0,1.12,,,0.0,,,1987,1.5,0.0,-0.9,-0.9,-0.3,2023-07-25 15:00:00
760,1.1,,2.1,290.0,26.0,1.7,-16.3,1017.1,1028.0,1.0,0.82,,,0.0,,,1957,0.6,0.1,-0.8,-0.8,-0.3,2023-07-25 16:00:00
761,0.3,,2.4,320.0,26.0,1.6,-17.0,1017.5,1028.4,1.0,0.45,,,0.0,,,1977,0.0,0.0,-0.7,-0.7,-0.3,2023-07-25 17:00:00
762,-1.0,,1.9,320.0,28.0,1.6,-17.2,1017.9,1028.9,0.5,0.08,,,0.0,,,2000,-0.3,-0.1,-0.6,-0.7,-0.3,2023-07-25 18:00:00
763,-1.8,,1.5,320.0,32.0,1.7,-16.3,1018.4,1029.4,,,,,,,,2000,-0.7,-0.1,-0.5,-0.6,-0.3,2023-07-25 19:00:00
764,-2.4,,1.0,290.0,36.0,1.8,-15.4,1019.1,1030.1,,,,,,,,2000,-1.1,-0.2,-0.4,-0.6,-0.3,2023-07-25 20:00:00
765,-3.2,,1.8,290.0,47.0,2.3,-12.9,1019.6,1030.7,,,,,0.0,,,1917,-2.1,-0.3,-0.5,-0.5,-0.2,2023-07-25 21:00:00
766,-3.9,,1.2,270.0,52.0,2.4,-12.3,1019.9,1031.0,,,,,,,,1871,-2.9,-0.6,-0.5,-0.5,-0.3,2023-07-25 22:00:00
767,-4.5,,0.4,0.0,55.0,2.4,-12.1,1019.6,1030.7,,,,,,,,1908,-3.8,-1.2,-0.6,-0.5,-0.3,2023-07-25 23:00:00
768,-4.9,,1.1,290.0,56.0,2.4,-12.3,1019.4,1030.6,,,,,0.0,,,1982,-4.7,-1.8,-0.7,-0.5,-0.3,2023-07-26 00:00:00
769,-5.2,,0.9,320.0,56.0,2.3,-12.6,1018.9,1030.1,,,,,,,,1973,-5.5,-2.5,-1.1,-0.5,-0.2,2023-07-26 01:00:00
770,-5.7,,0.3,0.0,59.0,2.4,-12.4,1018.9,1030.1,,,,,,,,1951,-6.2,-3.1,-1.4,-0.5,-0.2,2023-07-26 02:00:00
771,-6.3,,0.9,290.0,63.0,2.4,-12.2,1018.6,1029.8,,,,,0.0,,,1425,-6.7,-3.6,-1.8,-0.6,-0.2,2023-07-26 03:00:00
772,-6.7,,1.1,290.0,65.0,2.4,-12.1,1018.6,1029.8,,,,,0.0,,,1705,-7.1,-4.1,-2.1,-0.6,-0.2,2023-07-26 04:00:00
773,-6.8,,0.2,0.0,61.0,2.3,-13.0,1018.2,1029.4,,,,,0.0,,,1724,-7.6,-4.4,-2.5,-0.7,-0.2,2023-07-26 05:00:00
774,-7.0,,1.3,290.0,62.0,2.3,-13.0,1018.7,1029.9,,,,,3.0,Ci,,1830,-7.8,-4.8,-2.8,-0.9,-0.3,2023-07-26 06:00:00
775,-7.4,,1.5,290.0,62.0,2.2,-13.4,1019.1,1030.4,,,,,3.0,Ci,,1909,-7.9,-5.1,-3.0,-1.0,-0.2,2023-07-26 07:00:00
776,-7.4,,2.2,290.0,58.0,2.0,-14.2,1019.7,1031.0,0.0,0.01,,,7.0,Ci,,1882,-7.7,-5.1,-3.2,-1.1,-0.3,2023-07-26 08:00:00
777,-6.5,,1.2,50.0,54.0,2.0,-14.2,1019.8,1031.0,0.6,0.22,,,3.0,Ci,,1541,-6.1,-4.6,-3.3,-1.2,-0.2,2023-07-26 09:00:00
778,-4.1,,1.2,360.0,43.0,1.9,-14.8,1019.7,1030.8,1.0,0.59,,,0.0,,,1187,-2.3,-2.9,-3.1,-1.3,-0.3,2023-07-26 10:00:00
779,-1.4,,1.0,50.0,37.0,2.0,-14.2,1019.1,1030.1,1.0,0.91,,,0.0,,,1317,-0.4,-1.6,-2.4,-1.2,-0.3,2023-07-26 11:00:00
780,0.9,,1.5,230.0,37.0,2.4,-12.1,1018.5,1029.4,1.0,1.12,,,0.0,,,1283,0.4,-0.8,-1.8,-1.2,-0.3,2023-07-26 12:00:00
781,1.6,,2.2,320.0,29.0,2.0,-14.5,1017.4,1028.3,1.0,1.2,,,0.0,,,1662,1.4,-0.3,-1.4,-1.1,-0.2,2023-07-26 13:00:00
782,3.2,,2.2,290.0,26.0,2.0,-14.5,1016.7,1027.5,1.0,1.16,,,0.0,,,1499,2.9,0.0,-1.1,-0.9,-0.3,2023-07-26 14:00:00
783,3.6,,2.4,270.0,26.0,2.1,-14.1,1016.2,1027.0,1.0,0.99,,,0.0,,,1687,2.6,0.2,-0.9,-0.9,-0.3,2023-07-26 15:00:00
784,2.9,,3.0,290.0,26.0,2.0,-14.7,1016.0,1026.8,1.0,0.69,,,0.0,,,1968,0.8,0.2,-0.7,-0.8,-0.3,2023-07-26 16:00:00
785,2.0,,2.3,290.0,25.0,1.8,-16.0,1015.7,1026.5,1.0,0.34,,,0.0,,,1998,0.0,0.0,-0.6,-0.7,-0.3,2023-07-26 17:00:00
786,0.5,,3.0,290.0,37.0,2.3,-12.5,1016.0,1026.9,0.2,0.06,,,0.0,,,1733,-0.1,0.0,-0.5,-0.7,-0.3,2023-07-26 18:00:00
787,-0.5,,2.5,320.0,43.0,2.5,-11.5,1016.2,1027.1,,,,,,,,1666,-0.5,-0.1,-0.5,-0.6,-0.3,2023-07-26 19:00:00
788,-1.3,,2.4,290.0,51.0,2.8,-10.1,1016.3,1027.3,,,,,,,,1481,-0.7,-0.1,-0.4,-0.5,-0.3,2023-07-26 20:00:00
789,-2.0,,1.7,290.0,61.0,3.2,-8.5,1016.1,1027.1,,,,,0.0,,,1655,-1.0,-0.1,-0.4,-0.5,-0.3,2023-07-26 21:00:00
790,-2.4,,1.3,290.0,63.0,3.2,-8.4,1016.1,1027.1,,,,,,,,1523,-1.7,-0.2,-0.5,-0.5,-0.3,2023-07-26 22:00:00
791,-2.6,,2.0,290.0,69.0,3.5,-7.5,1015.8,1026.8,,,,,,,25.0,1434,-2.2,-0.5,-0.4,-0.5,-0.3,2023-07-26 23:00:00
792,-2.5,,2.2,270.0,69.0,3.5,-7.4,1015.9,1026.9,,,,,9.0,Sc,6.0,1366,-2.1,-0.8,-0.5,-0.5,-0.3,2023-07-27 00:00:00
793,-2.3,,3.2,290.0,71.0,3.7,-6.8,1015.7,1026.7,,,,,,,7.0,1078,-2.2,-0.8,-0.6,-0.5,-0.3,2023-07-27 01:00:00
794,-3.4,,4.2,290.0,82.0,3.9,-6.0,1015.8,1026.9,,,,,8.0,Sc,8.0,184,-2.8,-1.0,-0.6,-0.5,-0.3,2023-07-27 02:00:00
795,-4.4,0.1,4.3,290.0,80.0,3.5,-7.3,1016.2,1027.3,,,0.1,0.1,9.0,Sc,8.0,346,-2.8,-1.3,-0.7,-0.4,-0.3,2023-07-27 03:00:00
796,-5.6,,4.0,290.0,74.0,3.0,-9.5,1016.3,1027.4,,,0.2,,9.0,Sc,8.0,387,-2.9,-1.5,-0.9,-0.5,-0.3,2023-07-27 04:00:00
797,-6.3,,3.9,290.0,65.0,2.5,-11.8,1016.4,1027.6,,,0.3,,7.0,Sc,12.0,1521,-3.7,-2.0,-1.0,-0.5,-0.3,2023-07-27 05:00:00
798,-7.8,0.4,4.8,290.0,57.0,1.9,-14.8,1017.0,1028.3,,,0.3,0.2,0.0,,,1867,-4.9,-2.8,-1.2,-0.5,-0.3,2023-07-27 06:00:00
799,-8.8,,4.0,290.0,58.0,1.8,-15.5,1017.3,1028.6,,,0.3,,0.0,,,1942,-5.9,-3.4,-1.6,-0.6,-0.3,2023-07-27 07:00:00
800,-9.5,,3.5,290.0,56.0,1.7,-16.6,1017.7,1029.0,0.0,0.01,0.3,,0.0,,,1979,-6.6,-3.9,-1.9,-0.6,-0.3,2023-07-27 08:00:00
801,-9.4,,3.3,290.0,47.0,1.4,-18.6,1018.1,1029.4,0.6,0.42,0.3,,0.0,,,1995,-6.1,-4.0,-2.3,-0.7,-0.3,2023-07-27 09:00:00
